,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
222207,2013,6,1,2.0,2359,3.0,341.0,350,-9.0,B6,739,N618JB,JFK,PSE,200.0,1617,23,59,2013-06-02T03:00:00Z
222208,2013,6,1,451.0,500,-9.0,624.0,640,-16.0,US,1431,N538UW,EWR,CLT,75.0,529,5,0,2013-06-01T09:00:00Z
222209,2013,6,1,506.0,515,-9.0,715.0,800,-45.0,UA,1686,N35407,EWR,IAH,172.0,1400,5,15,2013-06-01T09:00:00Z
222210,2013,6,1,534.0,545,-11.0,800.0,829,-29.0,UA,1451,N27724,LGA,IAH,178.0,1416,5,45,2013-06-01T09:00:00Z
222211,2013,6,1,538.0,545,-7.0,925.0,922,3.0,B6,725,N806JB,JFK,BQN,203.0,1576,5,45,2013-06-01T09:00:00Z
222212,2013,6,1,539.0,540,-1.0,832.0,840,-8.0,AA,701,N5EAAA,JFK,MIA,140.0,1089,5,40,2013-06-01T09:00:00Z
222213,2013,6,1,546.0,600,-14.0,850.0,910,-20.0,UA,540,N492UA,EWR,RSW,148.0,1068,6,0,2013-06-01T10:00:00Z
222214,2013,6,1,551.0,600,-9.0,828.0,850,-22.0,AA,707,N3EUAA,LGA,DFW,196.0,1389,6,0,2013-06-01T10:00:00Z
222215,2013,6,1,552.0,600,-8.0,647.0,655,-8.0,US,1911,N946UW,LGA,PHL,34.0,96,6,0,2013-06-01T10:00:00Z
222216,2013,6,1,553.0,600,-7.0,700.0,711,-11.0,EV,5716,N835AS,JFK,IAD,42.0,228,6,0,2013-06-01T10:00:00Z
222217,2013,6,1,554.0,600,-6.0,851.0,908,-17.0,UA,1159,N33132,JFK,LAX,330.0,2475,6,0,2013-06-01T10:00:00Z
222218,2013,6,1,554.0,600,-6.0,829.0,854,-25.0,B6,371,N562JB,LGA,FLL,137.0,1076,6,0,2013-06-01T10:00:00Z
222219,2013,6,1,555.0,605,-10.0,838.0,910,-32.0,AA,1837,N3BPAA,LGA,MIA,142.0,1096,6,5,2013-06-01T10:00:00Z
222220,2013,6,1,555.0,600,-5.0,821.0,835,-14.0,B6,517,N648JB,EWR,MCO,118.0,937,6,0,2013-06-01T10:00:00Z
222221,2013,6,1,557.0,600,-3.0,934.0,942,-8.0,B6,715,N766JB,JFK,SJU,198.0,1598,6,0,2013-06-01T10:00:00Z
222222,2013,6,1,557.0,600,-3.0,808.0,826,-18.0,DL,461,N687DL,LGA,ATL,109.0,762,6,0,2013-06-01T10:00:00Z
222223,2013,6,1,557.0,600,-3.0,657.0,715,-18.0,WN,2213,N959WN,EWR,MDW,101.0,711,6,0,2013-06-01T10:00:00Z
222224,2013,6,1,557.0,600,-3.0,803.0,815,-12.0,FL,345,N353AT,LGA,ATL,109.0,762,6,0,2013-06-01T10:00:00Z
222225,2013,6,1,558.0,600,-2.0,832.0,900,-28.0,UA,574,N849UA,EWR,MIA,142.0,1085,6,0,2013-06-01T10:00:00Z
222226,2013,6,1,558.0,600,-2.0,705.0,712,-7.0,EV,5747,N820AS,LGA,IAD,46.0,229,6,0,2013-06-01T10:00:00Z
222227,2013,6,1,559.0,600,-1.0,842.0,900,-18.0,UA,1170,N47414,EWR,FLL,148.0,1065,6,0,2013-06-01T10:00:00Z
222228,2013,6,1,559.0,600,-1.0,856.0,930,-34.0,UA,303,N512UA,JFK,SFO,335.0,2586,6,0,2013-06-01T10:00:00Z
222229,2013,6,1,559.0,600,-1.0,739.0,753,-14.0,DL,731,N363NB,LGA,DTW,75.0,502,6,0,2013-06-01T10:00:00Z
222230,2013,6,1,559.0,600,-1.0,658.0,656,2.0,US,1149,N764US,LGA,PHL,33.0,96,6,0,2013-06-01T10:00:00Z
222231,2013,6,1,600.0,605,-5.0,727.0,735,-8.0,MQ,4518,N852MQ,LGA,RDU,63.0,431,6,5,2013-06-01T10:00:00Z
222232,2013,6,1,603.0,608,-5.0,833.0,904,-31.0,UA,1627,N76505,EWR,PBI,134.0,1023,6,8,2013-06-01T10:00:00Z
222233,2013,6,1,603.0,610,-7.0,745.0,807,-22.0,DL,1919,N972DL,LGA,MSP,144.0,1020,6,10,2013-06-01T10:00:00Z
222234,2013,6,1,606.0,610,-4.0,847.0,906,-19.0,B6,315,N638JB,JFK,FLL,140.0,1069,6,10,2013-06-01T10:00:00Z
222235,2013,6,1,607.0,600,7.0,853.0,913,-20.0,UA,1131,N12218,EWR,LAX,329.0,2454,6,0,2013-06-01T10:00:00Z
222236,2013,6,1,608.0,609,-1.0,708.0,723,-15.0,EV,4160,N16151,EWR,IAD,42.0,212,6,9,2013-06-01T10:00:00Z
222237,2013,6,1,609.0,615,-6.0,759.0,808,-9.0,US,1125,N709UW,JFK,CLT,73.0,541,6,15,2013-06-01T10:00:00Z
222238,2013,6,1,609.0,615,-6.0,852.0,915,-23.0,AA,1895,N3ELAA,EWR,MIA,140.0,1085,6,15,2013-06-01T10:00:00Z
222239,2013,6,1,610.0,629,-19.0,740.0,820,-40.0,US,874,N108UW,EWR,CLT,69.0,529,6,29,2013-06-01T10:00:00Z
222240,2013,6,1,614.0,605,9.0,844.0,857,-13.0,UA,1115,N17229,EWR,TPA,133.0,997,6,5,2013-06-01T10:00:00Z
222241,2013,6,1,614.0,600,14.0,829.0,845,-16.0,UA,483,N475UA,EWR,MCO,117.0,937,6,0,2013-06-01T10:00:00Z
222242,2013,6,1,615.0,610,5.0,837.0,847,-10.0,B6,79,N216JB,JFK,MCO,124.0,944,6,10,2013-06-01T10:00:00Z
222243,2013,6,1,619.0,630,-11.0,727.0,805,-38.0,AA,303,N4XPAA,LGA,ORD,108.0,733,6,30,2013-06-01T10:00:00Z
222244,2013,6,1,622.0,628,-6.0,919.0,1000,-41.0,UA,421,N825UA,EWR,SFO,339.0,2565,6,28,2013-06-01T10:00:00Z
222245,2013,6,1,622.0,627,-5.0,846.0,900,-14.0,B6,203,N565JB,JFK,LAS,305.0,2248,6,27,2013-06-01T10:00:00Z
222246,2013,6,1,623.0,630,-7.0,816.0,835,-19.0,US,1100,N539UW,LGA,CLT,81.0,544,6,30,2013-06-01T10:00:00Z
222247,2013,6,1,623.0,630,-7.0,837.0,906,-29.0,B6,389,N652JB,LGA,MCO,117.0,950,6,30,2013-06-01T10:00:00Z
222248,2013,6,1,624.0,600,24.0,727.0,720,7.0,MQ,3768,N9EAMQ,EWR,ORD,104.0,719,6,0,2013-06-01T10:00:00Z
222249,2013,6,1,624.0,625,-1.0,856.0,920,-24.0,WN,853,N478WN,EWR,HOU,187.0,1411,6,25,2013-06-01T10:00:00Z
222250,2013,6,1,626.0,630,-4.0,900.0,916,-16.0,B6,27,N593JB,JFK,TPA,131.0,1005,6,30,2013-06-01T10:00:00Z
222251,2013,6,1,626.0,630,-4.0,835.0,843,-8.0,DL,575,N344NB,EWR,ATL,106.0,746,6,30,2013-06-01T10:00:00Z
222252,2013,6,1,628.0,630,-2.0,735.0,747,-12.0,B6,2,N317JB,JFK,BUF,56.0,301,6,30,2013-06-01T10:00:00Z
222253,2013,6,1,628.0,630,-2.0,755.0,815,-20.0,WN,1404,N8328A,LGA,STL,126.0,888,6,30,2013-06-01T10:00:00Z
222254,2013,6,1,629.0,630,-1.0,743.0,800,-17.0,B6,905,N266JB,JFK,ORD,112.0,740,6,30,2013-06-01T10:00:00Z
222255,2013,6,1,632.0,630,2.0,738.0,745,-7.0,EV,4179,N12540,EWR,BOS,44.0,200,6,30,2013-06-01T10:00:00Z
222256,2013,6,1,635.0,640,-5.0,837.0,849,-12.0,EV,4451,N24128,EWR,IND,92.0,645,6,40,2013-06-01T10:00:00Z
222257,2013,6,1,637.0,645,-8.0,903.0,908,-5.0,US,654,N509AY,JFK,PHX,294.0,2153,6,45,2013-06-01T10:00:00Z
222258,2013,6,1,637.0,640,-3.0,1021.0,1040,-19.0,AA,413,N3ANAA,JFK,SJU,199.0,1598,6,40,2013-06-01T10:00:00Z
222259,2013,6,1,638.0,635,3.0,855.0,905,-10.0,DL,27,N945DL,JFK,ATL,106.0,760,6,35,2013-06-01T10:00:00Z
222260,2013,6,1,638.0,630,8.0,741.0,746,-5.0,EV,4533,N11547,EWR,BUF,49.0,282,6,30,2013-06-01T10:00:00Z
222261,2013,6,1,640.0,645,-5.0,828.0,836,-8.0,US,1032,N196UW,EWR,CLT,83.0,529,6,45,2013-06-01T10:00:00Z
222262,2013,6,1,640.0,645,-5.0,928.0,946,-18.0,B6,135,N508JB,JFK,RSW,152.0,1074,6,45,2013-06-01T10:00:00Z
222263,2013,6,1,641.0,645,-4.0,855.0,906,-11.0,US,334,N642AW,EWR,PHX,297.0,2133,6,45,2013-06-01T10:00:00Z
222264,2013,6,1,641.0,645,-4.0,835.0,853,-18.0,B6,117,N632JB,JFK,MSY,151.0,1182,6,45,2013-06-01T10:00:00Z
222265,2013,6,1,644.0,642,2.0,824.0,819,5.0,EV,3806,N16987,EWR,CLE,62.0,404,6,42,2013-06-01T10:00:00Z
222266,2013,6,1,650.0,659,-9.0,931.0,951,-20.0,B6,49,N653JB,JFK,PBI,135.0,1028,6,59,2013-06-01T10:00:00Z
222267,2013,6,1,653.0,655,-2.0,929.0,945,-16.0,UA,1074,N37465,EWR,LAS,314.0,2227,6,55,2013-06-01T10:00:00Z
222268,2013,6,1,653.0,700,-7.0,1011.0,1032,-21.0,DL,1865,N713TW,JFK,SFO,349.0,2586,7,0,2013-06-01T11:00:00Z
222269,2013,6,1,654.0,655,-1.0,805.0,820,-15.0,UA,709,N434UA,LGA,ORD,109.0,733,6,55,2013-06-01T10:00:00Z
222270,2013,6,1,654.0,655,-1.0,919.0,935,-16.0,AA,1815,N5DCAA,JFK,MCO,121.0,944,6,55,2013-06-01T10:00:00Z
222271,2013,6,1,654.0,700,-6.0,945.0,945,0.0,AA,1949,N3FLAA,JFK,LAS,325.0,2248,7,0,2013-06-01T11:00:00Z
