,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
279875,2013,8,1,12.0,2130,162.0,257.0,14,163.0,B6,1371,N618JB,LGA,FLL,149.0,1076,21,30,2013-08-02T01:00:00Z
279876,2013,8,1,12.0,2359,13.0,349.0,350,-1.0,B6,745,N605JB,JFK,PSE,199.0,1617,23,59,2013-08-02T03:00:00Z
279877,2013,8,1,22.0,2146,156.0,255.0,30,145.0,B6,1183,N589JB,JFK,MCO,127.0,944,21,46,2013-08-02T01:00:00Z
279878,2013,8,1,26.0,2051,215.0,333.0,2358,215.0,B6,165,N520JB,JFK,PDX,342.0,2454,20,51,2013-08-02T00:00:00Z
279879,2013,8,1,32.0,2359,33.0,420.0,344,36.0,B6,1503,N505JB,JFK,SJU,205.0,1598,23,59,2013-08-02T03:00:00Z
279880,2013,8,1,33.0,2231,122.0,412.0,226,106.0,B6,1203,N821JB,JFK,SJU,198.0,1598,22,31,2013-08-02T02:00:00Z
279881,2013,8,1,44.0,2245,119.0,342.0,135,127.0,B6,623,N507JB,JFK,LAX,328.0,2475,22,45,2013-08-02T02:00:00Z
279882,2013,8,1,46.0,2359,47.0,424.0,340,44.0,B6,839,N612JB,JFK,BQN,197.0,1576,23,59,2013-08-02T03:00:00Z
279883,2013,8,1,47.0,2255,112.0,154.0,14,100.0,B6,108,N324JB,JFK,PWM,49.0,273,22,55,2013-08-02T02:00:00Z
279884,2013,8,1,50.0,2305,105.0,154.0,13,101.0,B6,718,N281JB,JFK,BOS,40.0,187,23,5,2013-08-02T03:00:00Z
279885,2013,8,1,57.0,2255,122.0,205.0,19,106.0,B6,2002,N328JB,JFK,BUF,51.0,301,22,55,2013-08-02T02:00:00Z
279886,2013,8,1,106.0,2245,141.0,159.0,2359,120.0,B6,1816,N318JB,JFK,SYR,38.0,209,22,45,2013-08-02T02:00:00Z
279887,2013,8,1,459.0,500,-1.0,635.0,641,-6.0,US,1993,N155UW,EWR,CLT,77.0,529,5,0,2013-08-01T09:00:00Z
279888,2013,8,1,522.0,515,7.0,730.0,725,5.0,UA,1258,N76522,EWR,DEN,229.0,1605,5,15,2013-08-01T09:00:00Z
279889,2013,8,1,534.0,536,-2.0,758.0,806,-8.0,UA,1591,N73291,EWR,IAH,183.0,1400,5,36,2013-08-01T09:00:00Z
279890,2013,8,1,538.0,545,-7.0,832.0,813,19.0,UA,698,N526UA,LGA,IAH,188.0,1416,5,45,2013-08-01T09:00:00Z
279891,2013,8,1,540.0,540,0.0,835.0,840,-5.0,AA,701,N5ESAA,JFK,MIA,154.0,1089,5,40,2013-08-01T09:00:00Z
279892,2013,8,1,544.0,545,-1.0,920.0,921,-1.0,B6,939,N827JB,JFK,BQN,194.0,1576,5,45,2013-08-01T09:00:00Z
279893,2013,8,1,553.0,600,-7.0,750.0,752,-2.0,DL,731,N359NB,LGA,DTW,84.0,502,6,0,2013-08-01T10:00:00Z
279894,2013,8,1,553.0,600,-7.0,805.0,806,-1.0,EV,4535,N10156,EWR,MSP,167.0,1008,6,0,2013-08-01T10:00:00Z
