,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
83161,2013,12,1,13.0,2359,14.0,446.0,445,1.0,B6,745,N715JB,JFK,PSE,195.0,1617,23,59,2013-12-02T04:00:00Z
83162,2013,12,1,17.0,2359,18.0,443.0,437,6.0,B6,839,N593JB,JFK,BQN,186.0,1576,23,59,2013-12-02T04:00:00Z
83163,2013,12,1,453.0,500,-7.0,636.0,651,-15.0,US,1895,N197UW,EWR,CLT,86.0,529,5,0,2013-12-01T10:00:00Z
83164,2013,12,1,520.0,515,5.0,749.0,808,-19.0,UA,1487,N69804,EWR,IAH,193.0,1400,5,15,2013-12-01T10:00:00Z
83165,2013,12,1,536.0,540,-4.0,845.0,850,-5.0,AA,2243,N634AA,JFK,MIA,144.0,1089,5,40,2013-12-01T10:00:00Z
83166,2013,12,1,540.0,550,-10.0,1005.0,1027,-22.0,B6,939,N821JB,JFK,BQN,189.0,1576,5,50,2013-12-01T10:00:00Z
83167,2013,12,1,541.0,545,-4.0,734.0,755,-21.0,EV,3819,N13968,EWR,CVG,95.0,569,5,45,2013-12-01T10:00:00Z
83168,2013,12,1,546.0,545,1.0,826.0,835,-9.0,UA,1441,N23708,LGA,IAH,204.0,1416,5,45,2013-12-01T10:00:00Z
83169,2013,12,1,549.0,600,-11.0,648.0,659,-11.0,US,2167,N945UW,LGA,DCA,42.0,214,6,0,2013-12-01T11:00:00Z
83170,2013,12,1,550.0,600,-10.0,825.0,854,-29.0,B6,605,N706JB,EWR,FLL,140.0,1065,6,0,2013-12-01T11:00:00Z
83171,2013,12,1,554.0,600,-6.0,827.0,849,-22.0,B6,353,N779JB,JFK,PBI,135.0,1028,6,0,2013-12-01T11:00:00Z
83172,2013,12,1,554.0,601,-7.0,748.0,811,-23.0,EV,4714,N14904,EWR,CLT,86.0,529,6,1,2013-12-01T11:00:00Z
83173,2013,12,1,554.0,600,-6.0,712.0,719,-7.0,EV,5747,N820AS,LGA,IAD,44.0,229,6,0,2013-12-01T11:00:00Z
83174,2013,12,1,554.0,600,-6.0,645.0,705,-20.0,US,1739,N947UW,LGA,PHL,36.0,96,6,0,2013-12-01T11:00:00Z
83175,2013,12,1,555.0,600,-5.0,805.0,827,-22.0,DL,1377,N386DA,LGA,ATL,112.0,762,6,0,2013-12-01T11:00:00Z
83176,2013,12,1,556.0,600,-4.0,846.0,846,0.0,B6,583,N583JB,JFK,MCO,134.0,944,6,0,2013-12-01T11:00:00Z
83177,2013,12,1,556.0,600,-4.0,742.0,756,-14.0,DL,1517,N332NB,EWR,DTW,87.0,488,6,0,2013-12-01T11:00:00Z
83178,2013,12,1,557.0,600,-3.0,733.0,754,-21.0,DL,731,N318NB,LGA,DTW,79.0,502,6,0,2013-12-01T11:00:00Z
83179,2013,12,1,557.0,600,-3.0,828.0,834,-6.0,EV,4141,N14148,EWR,ATL,121.0,746,6,0,2013-12-01T11:00:00Z
83180,2013,12,1,558.0,600,-2.0,841.0,856,-15.0,B6,371,N592JB,LGA,FLL,141.0,1076,6,0,2013-12-01T11:00:00Z
83181,2013,12,1,558.0,600,-2.0,721.0,717,4.0,EV,5716,N833AS,JFK,IAD,44.0,228,6,0,2013-12-01T11:00:00Z
83182,2013,12,1,558.0,600,-2.0,718.0,725,-7.0,WN,4262,N368SW,EWR,MDW,109.0,711,6,0,2013-12-01T11:00:00Z
83183,2013,12,1,558.0,600,-2.0,724.0,743,-19.0,UA,1038,N87507,EWR,CLE,62.0,404,6,0,2013-12-01T11:00:00Z
83184,2013,12,1,559.0,600,-1.0,709.0,719,-10.0,EV,6177,N13202,EWR,IAD,41.0,212,6,0,2013-12-01T11:00:00Z
83185,2013,12,1,600.0,600,0.0,1041.0,1043,-2.0,B6,1403,N651JB,JFK,SJU,200.0,1598,6,0,2013-12-01T11:00:00Z
83186,2013,12,1,600.0,600,0.0,717.0,736,-19.0,UA,691,N455UA,LGA,ORD,114.0,733,6,0,2013-12-01T11:00:00Z
83187,2013,12,1,602.0,600,2.0,724.0,738,-14.0,UA,1198,N37466,EWR,ORD,115.0,719,6,0,2013-12-01T11:00:00Z
83188,2013,12,1,603.0,605,-2.0,731.0,735,-4.0,WN,3990,N8313F,LGA,MDW,106.0,725,6,5,2013-12-01T11:00:00Z
83189,2013,12,1,604.0,608,-4.0,818.0,829,-11.0,EV,4393,N31131,EWR,IND,114.0,645,6,8,2013-12-01T11:00:00Z
83190,2013,12,1,604.0,600,4.0,827.0,840,-13.0,UA,338,N486UA,EWR,LAS,300.0,2227,6,0,2013-12-01T11:00:00Z
83191,2013,12,1,606.0,611,-5.0,900.0,912,-12.0,B6,601,N705JB,JFK,FLL,144.0,1069,6,11,2013-12-01T11:00:00Z
83192,2013,12,1,606.0,610,-4.0,749.0,812,-23.0,DL,1919,N954DL,LGA,MSP,146.0,1020,6,10,2013-12-01T11:00:00Z
83193,2013,12,1,606.0,604,2.0,925.0,937,-12.0,UA,1689,N76502,EWR,SFO,346.0,2565,6,4,2013-12-01T11:00:00Z
83194,2013,12,1,608.0,615,-7.0,857.0,920,-23.0,AA,1175,N3KPAA,LGA,MIA,147.0,1096,6,15,2013-12-01T11:00:00Z
83195,2013,12,1,610.0,610,0.0,851.0,915,-24.0,AA,1205,N5DWAA,EWR,MIA,144.0,1085,6,10,2013-12-01T11:00:00Z
83196,2013,12,1,612.0,615,-3.0,853.0,916,-23.0,UA,1472,N37462,EWR,FLL,141.0,1065,6,15,2013-12-01T11:00:00Z
83197,2013,12,1,613.0,615,-2.0,912.0,930,-18.0,WN,4313,N290WN,EWR,HOU,206.0,1411,6,15,2013-12-01T11:00:00Z
83198,2013,12,1,615.0,615,0.0,810.0,817,-7.0,US,400,N541UW,JFK,CLT,85.0,541,6,15,2013-12-01T11:00:00Z
83199,2013,12,1,621.0,615,6.0,759.0,817,-18.0,US,1989,N245AY,EWR,CLT,82.0,529,6,15,2013-12-01T11:00:00Z
83200,2013,12,1,623.0,630,-7.0,804.0,844,-40.0,EV,4535,N11189,EWR,MSP,148.0,1008,6,30,2013-12-01T11:00:00Z
83201,2013,12,1,624.0,630,-6.0,727.0,745,-18.0,EV,4240,N17115,EWR,BUF,49.0,282,6,30,2013-12-01T11:00:00Z
83202,2013,12,1,624.0,625,-1.0,857.0,900,-3.0,WN,2145,N430WN,LGA,ATL,120.0,762,6,25,2013-12-01T11:00:00Z
83203,2013,12,1,624.0,600,24.0,855.0,853,2.0,UA,1144,N27477,EWR,MCO,128.0,937,6,0,2013-12-01T11:00:00Z
83204,2013,12,1,625.0,630,-5.0,855.0,854,1.0,DL,575,N979AT,EWR,ATL,120.0,746,6,30,2013-12-01T11:00:00Z
83205,2013,12,1,625.0,630,-5.0,1007.0,1018,-11.0,US,495,N571UW,JFK,PHX,314.0,2153,6,30,2013-12-01T11:00:00Z
83206,2013,12,1,625.0,630,-5.0,823.0,840,-17.0,US,2085,N195UW,LGA,CLT,89.0,544,6,30,2013-12-01T11:00:00Z
83207,2013,12,1,626.0,630,-4.0,815.0,835,-20.0,US,1946,N169UW,EWR,CLT,84.0,529,6,30,2013-12-01T11:00:00Z
83208,2013,12,1,627.0,630,-3.0,856.0,919,-23.0,B6,1099,N630JB,LGA,MCO,131.0,950,6,30,2013-12-01T11:00:00Z
83209,2013,12,1,627.0,630,-3.0,907.0,924,-17.0,UA,1115,N73276,EWR,TPA,142.0,997,6,30,2013-12-01T11:00:00Z
83210,2013,12,1,628.0,630,-2.0,751.0,804,-13.0,EV,4522,N17560,EWR,BNA,116.0,748,6,30,2013-12-01T11:00:00Z
83211,2013,12,1,628.0,635,-7.0,931.0,951,-20.0,UA,1439,N76288,EWR,LAX,341.0,2454,6,35,2013-12-01T11:00:00Z
83212,2013,12,1,628.0,630,-2.0,909.0,922,-13.0,UA,1627,N75432,EWR,PBI,139.0,1023,6,30,2013-12-01T11:00:00Z
83213,2013,12,1,629.0,630,-1.0,853.0,905,-12.0,DL,479,N947DL,JFK,ATL,111.0,760,6,30,2013-12-01T11:00:00Z
83214,2013,12,1,629.0,630,-1.0,907.0,934,-27.0,UA,1434,N29717,LGA,IAH,201.0,1416,6,30,2013-12-01T11:00:00Z
83215,2013,12,1,630.0,635,-5.0,910.0,929,-19.0,B6,525,N537JB,JFK,TPA,143.0,1005,6,35,2013-12-01T11:00:00Z
83216,2013,12,1,630.0,632,-2.0,838.0,854,-16.0,EV,4122,N13964,EWR,SDF,106.0,642,6,32,2013-12-01T11:00:00Z
83217,2013,12,1,630.0,639,-9.0,951.0,1002,-11.0,UA,997,N590UA,JFK,LAX,349.0,2475,6,39,2013-12-01T11:00:00Z
83218,2013,12,1,631.0,635,-4.0,759.0,812,-13.0,EV,4587,N14143,EWR,RDU,65.0,416,6,35,2013-12-01T11:00:00Z
83219,2013,12,1,631.0,635,-4.0,750.0,749,1.0,UA,593,N827UA,EWR,BOS,48.0,200,6,35,2013-12-01T11:00:00Z
83220,2013,12,1,638.0,630,8.0,930.0,938,-8.0,B6,929,N585JB,JFK,RSW,153.0,1074,6,30,2013-12-01T11:00:00Z
83221,2013,12,1,639.0,645,-6.0,837.0,857,-20.0,9E,3769,N8674A,EWR,CVG,90.0,569,6,45,2013-12-01T11:00:00Z
83222,2013,12,1,639.0,645,-6.0,845.0,907,-22.0,B6,675,N586JB,JFK,MSY,168.0,1182,6,45,2013-12-01T11:00:00Z
83223,2013,12,1,640.0,645,-5.0,813.0,820,-7.0,9E,3496,N919XJ,LGA,PIT,61.0,335,6,45,2013-12-01T11:00:00Z
83224,2013,12,1,640.0,645,-5.0,943.0,955,-12.0,AA,1107,N3JDAA,LGA,DFW,201.0,1389,6,45,2013-12-01T11:00:00Z
83225,2013,12,1,641.0,645,-4.0,818.0,840,-22.0,EV,4711,N11539,EWR,STL,133.0,872,6,45,2013-12-01T11:00:00Z
83226,2013,12,1,644.0,614,30.0,836.0,805,31.0,EV,4581,N11192,EWR,CMH,75.0,463,6,14,2013-12-01T11:00:00Z
83227,2013,12,1,644.0,645,-1.0,802.0,810,-8.0,WN,2129,N760SW,LGA,MKE,113.0,738,6,45,2013-12-01T11:00:00Z
83228,2013,12,1,644.0,650,-6.0,903.0,919,-16.0,UA,789,N520UA,LGA,DEN,228.0,1620,6,50,2013-12-01T11:00:00Z
83229,2013,12,1,646.0,650,-4.0,811.0,825,-14.0,EV,4153,N16951,EWR,MSN,121.0,799,6,50,2013-12-01T11:00:00Z
83230,2013,12,1,648.0,700,-12.0,818.0,850,-32.0,AA,305,N4XKAA,LGA,ORD,117.0,733,7,0,2013-12-01T12:00:00Z
83231,2013,12,1,648.0,650,-2.0,945.0,955,-10.0,AA,2493,N631AA,JFK,MCO,145.0,944,6,50,2013-12-01T11:00:00Z
83232,2013,12,1,649.0,600,49.0,1009.0,933,36.0,UA,303,N568UA,JFK,SFO,344.0,2586,6,0,2013-12-01T11:00:00Z
83233,2013,12,1,651.0,658,-7.0,940.0,1004,-24.0,UA,1299,N33262,EWR,RSW,152.0,1068,6,58,2013-12-01T11:00:00Z
83234,2013,12,1,653.0,655,-2.0,935.0,940,-5.0,AA,1263,N3HSAA,JFK,LAS,315.0,2248,6,55,2013-12-01T11:00:00Z
83235,2013,12,1,653.0,700,-7.0,1023.0,1015,8.0,B6,23,N805JB,JFK,LAX,351.0,2475,7,0,2013-12-01T12:00:00Z
83236,2013,12,1,654.0,700,-6.0,1018.0,1023,-5.0,DL,1415,N192DN,JFK,SLC,281.0,1990,7,0,2013-12-01T12:00:00Z
83237,2013,12,1,654.0,655,-1.0,1134.0,1150,-16.0,DL,315,N3753,JFK,SJU,199.0,1598,6,55,2013-12-01T11:00:00Z
83238,2013,12,1,655.0,700,-5.0,924.0,936,-12.0,DL,1547,N950DL,LGA,ATL,119.0,762,7,0,2013-12-01T12:00:00Z
83239,2013,12,1,655.0,700,-5.0,1015.0,1037,-22.0,DL,430,N704X,JFK,SFO,344.0,2586,7,0,2013-12-01T12:00:00Z
83240,2013,12,1,655.0,700,-5.0,827.0,836,-9.0,UA,331,N833UA,LGA,ORD,116.0,733,7,0,2013-12-01T12:00:00Z
83241,2013,12,1,656.0,700,-4.0,1005.0,1025,-20.0,VX,399,N642VA,JFK,LAX,338.0,2475,7,0,2013-12-01T12:00:00Z
83242,2013,12,1,657.0,1930,687.0,1010.0,2249,681.0,DL,1091,N342NW,JFK,SAT,211.0,1587,19,30,2013-12-02T00:00:00Z
83243,2013,12,1,658.0,700,-2.0,944.0,958,-14.0,B6,453,N638JB,JFK,PBI,141.0,1028,7,0,2013-12-01T12:00:00Z
83244,2013,12,1,658.0,700,-2.0,833.0,845,-12.0,B6,905,N526JB,JFK,ORD,119.0,740,7,0,2013-12-01T12:00:00Z
83245,2013,12,1,658.0,700,-2.0,934.0,951,-17.0,DL,2285,N325US,LGA,MCO,132.0,950,7,0,2013-12-01T12:00:00Z
83246,2013,12,1,658.0,705,-7.0,914.0,916,-2.0,EV,4155,N13913,EWR,GRR,119.0,605,7,5,2013-12-01T12:00:00Z
83247,2013,12,1,700.0,705,-5.0,1005.0,1017,-12.0,AS,15,N435AS,EWR,SEA,338.0,2402,7,5,2013-12-01T12:00:00Z
83248,2013,12,1,700.0,650,10.0,819.0,759,20.0,B6,318,N183JB,JFK,BOS,44.0,187,6,50,2013-12-01T11:00:00Z
83249,2013,12,1,700.0,700,0.0,1000.0,1002,-2.0,DL,1879,N323NB,LGA,FLL,154.0,1076,7,0,2013-12-01T12:00:00Z
83250,2013,12,1,700.0,710,-10.0,952.0,1021,-29.0,DL,2003,N357NB,LGA,MIA,144.0,1096,7,10,2013-12-01T12:00:00Z
83251,2013,12,1,703.0,705,-2.0,1225.0,1156,29.0,B6,3,N598JB,JFK,SJU,212.0,1598,7,5,2013-12-01T12:00:00Z
83252,2013,12,1,703.0,705,-2.0,848.0,908,-20.0,EV,4166,N13965,EWR,GSP,90.0,594,7,5,2013-12-01T12:00:00Z
83253,2013,12,1,703.0,639,24.0,808.0,807,1.0,EV,5791,N24103,EWR,PIT,51.0,319,6,39,2013-12-01T11:00:00Z
83254,2013,12,1,708.0,710,-2.0,1004.0,1025,-21.0,AA,2279,N3KKAA,LGA,MIA,146.0,1096,7,10,2013-12-01T12:00:00Z
83255,2013,12,1,709.0,700,9.0,1040.0,1023,17.0,DL,472,N187DN,JFK,LAX,348.0,2475,7,0,2013-12-01T12:00:00Z
83256,2013,12,1,710.0,701,9.0,844.0,831,13.0,B6,2702,N506JB,JFK,BUF,56.0,301,7,1,2013-12-01T12:00:00Z
83257,2013,12,1,711.0,715,-4.0,849.0,905,-16.0,WN,2157,N297WN,LGA,STL,134.0,888,7,15,2013-12-01T12:00:00Z
83258,2013,12,1,718.0,720,-2.0,1020.0,1045,-25.0,AA,1345,N338AA,JFK,MIA,146.0,1089,7,20,2013-12-01T12:00:00Z
83259,2013,12,1,722.0,730,-8.0,1007.0,1040,-33.0,AA,29,N3CKAA,LGA,PBI,141.0,1035,7,30,2013-12-01T12:00:00Z
83260,2013,12,1,722.0,725,-3.0,953.0,1002,-9.0,B6,677,N316JB,JFK,JAX,123.0,828,7,25,2013-12-01T12:00:00Z
83261,2013,12,1,722.0,725,-3.0,824.0,900,-36.0,WN,4285,N251WN,EWR,BNA,108.0,748,7,25,2013-12-01T12:00:00Z
83262,2013,12,1,724.0,725,-1.0,911.0,927,-16.0,DL,831,N371NB,LGA,DTW,85.0,502,7,25,2013-12-01T12:00:00Z
83263,2013,12,1,724.0,730,-6.0,1021.0,1105,-44.0,VX,183,N847VA,EWR,SFO,343.0,2565,7,30,2013-12-01T12:00:00Z
83264,2013,12,1,725.0,730,-5.0,819.0,836,-17.0,US,1736,N965UW,LGA,PHL,30.0,96,7,30,2013-12-01T12:00:00Z
83265,2013,12,1,726.0,729,-3.0,1012.0,1020,-8.0,B6,461,N661JB,LGA,PBI,142.0,1035,7,29,2013-12-01T12:00:00Z
83266,2013,12,1,726.0,730,-4.0,1038.0,1110,-32.0,VX,11,N839VA,JFK,SFO,350.0,2586,7,30,2013-12-01T12:00:00Z
83267,2013,12,1,726.0,729,-3.0,828.0,843,-15.0,UA,363,N459UA,EWR,BOS,44.0,200,7,29,2013-12-01T12:00:00Z
83268,2013,12,1,728.0,730,-2.0,1033.0,1050,-17.0,AA,33,N324AA,JFK,LAX,335.0,2475,7,30,2013-12-01T12:00:00Z
83269,2013,12,1,729.0,740,-11.0,943.0,1004,-21.0,DL,2457,N360NB,LGA,MSY,167.0,1183,7,40,2013-12-01T12:00:00Z
83270,2013,12,1,730.0,720,10.0,1027.0,1024,3.0,UA,1456,N18220,LGA,IAH,206.0,1416,7,20,2013-12-01T12:00:00Z
83271,2013,12,1,732.0,735,-3.0,927.0,949,-22.0,9E,2916,N928XJ,JFK,DTW,87.0,509,7,35,2013-12-01T12:00:00Z
83272,2013,12,1,733.0,736,-3.0,904.0,920,-16.0,B6,885,N373JB,JFK,RDU,70.0,427,7,36,2013-12-01T12:00:00Z
83273,2013,12,1,736.0,738,-2.0,829.0,849,-20.0,EV,3842,N13988,EWR,MHT,37.0,209,7,38,2013-12-01T12:00:00Z
83274,2013,12,1,737.0,740,-3.0,904.0,925,-21.0,AA,307,N3LAAA,LGA,ORD,115.0,733,7,40,2013-12-01T12:00:00Z
83275,2013,12,1,739.0,745,-6.0,1015.0,1040,-25.0,MQ,3066,N508MQ,JFK,TPA,138.0,1005,7,45,2013-12-01T12:00:00Z
83276,2013,12,1,740.0,745,-5.0,1034.0,1100,-26.0,AA,1111,N3BWAA,LGA,DFW,208.0,1389,7,45,2013-12-01T12:00:00Z
83277,2013,12,1,740.0,745,-5.0,1037.0,1058,-21.0,DL,183,N711ZX,JFK,SEA,337.0,2422,7,45,2013-12-01T12:00:00Z
83278,2013,12,1,740.0,744,-4.0,1008.0,1037,-29.0,UA,1592,N30401,EWR,MCO,134.0,937,7,44,2013-12-01T12:00:00Z
83279,2013,12,1,741.0,750,-9.0,951.0,1012,-21.0,EV,4407,N41104,EWR,OMA,161.0,1134,7,50,2013-12-01T12:00:00Z
83280,2013,12,1,742.0,743,-1.0,1224.0,1230,-6.0,UA,1216,N37420,EWR,SJU,201.0,1608,7,43,2013-12-01T12:00:00Z
83281,2013,12,1,743.0,745,-2.0,1025.0,1043,-18.0,B6,1717,N612JB,LGA,TPA,142.0,1010,7,45,2013-12-01T12:00:00Z
83282,2013,12,1,743.0,745,-2.0,1003.0,1012,-9.0,DL,807,N989AT,EWR,ATL,116.0,746,7,45,2013-12-01T12:00:00Z
83283,2013,12,1,746.0,745,1.0,1034.0,1042,-8.0,UA,475,N667UA,EWR,IAH,196.0,1400,7,45,2013-12-01T12:00:00Z
83284,2013,12,1,747.0,754,-7.0,845.0,911,-26.0,B6,1307,N358JB,JFK,IAD,43.0,228,7,54,2013-12-01T12:00:00Z
83285,2013,12,1,749.0,755,-6.0,916.0,942,-26.0,9E,2939,N8877A,JFK,PIT,65.0,340,7,55,2013-12-01T12:00:00Z
83286,2013,12,1,749.0,751,-2.0,903.0,928,-25.0,UA,279,N491UA,EWR,ORD,111.0,719,7,51,2013-12-01T12:00:00Z
83287,2013,12,1,750.0,755,-5.0,943.0,1000,-17.0,B6,1273,N292JB,JFK,CHS,95.0,636,7,55,2013-12-01T12:00:00Z
83288,2013,12,1,752.0,745,7.0,921.0,859,22.0,EV,4676,N14568,EWR,BTV,45.0,266,7,45,2013-12-01T12:00:00Z
83289,2013,12,1,752.0,750,2.0,1042.0,1055,-13.0,WN,2122,N424WN,LGA,HOU,212.0,1428,7,50,2013-12-01T12:00:00Z
83290,2013,12,1,754.0,800,-6.0,1051.0,1111,-20.0,B6,1511,N635JB,EWR,RSW,150.0,1068,8,0,2013-12-01T13:00:00Z
83291,2013,12,1,754.0,756,-2.0,949.0,959,-10.0,US,1949,N114UW,LGA,CLT,85.0,544,7,56,2013-12-01T12:00:00Z
83292,2013,12,1,756.0,800,-4.0,854.0,912,-18.0,B6,1418,N789JB,JFK,BOS,40.0,187,8,0,2013-12-01T13:00:00Z
83293,2013,12,1,756.0,800,-4.0,1026.0,1033,-7.0,DL,2047,N970DL,LGA,ATL,113.0,762,8,0,2013-12-01T13:00:00Z
83294,2013,12,1,756.0,800,-4.0,1048.0,1110,-22.0,DL,2190,N3737C,JFK,MIA,138.0,1089,8,0,2013-12-01T13:00:00Z
83295,2013,12,1,757.0,800,-3.0,1029.0,1016,13.0,9E,2921,N936XJ,JFK,MSP,149.0,1029,8,0,2013-12-01T13:00:00Z
83296,2013,12,1,757.0,750,7.0,1246.0,1255,-9.0,AA,936,N5ETAA,JFK,STT,203.0,1623,7,50,2013-12-01T12:00:00Z
83297,2013,12,1,757.0,800,-3.0,1044.0,1100,-16.0,DL,2395,N349NB,LGA,PBI,141.0,1035,8,0,2013-12-01T13:00:00Z
83298,2013,12,1,757.0,803,-6.0,1020.0,1032,-12.0,UA,561,N575UA,LGA,DEN,230.0,1620,8,3,2013-12-01T13:00:00Z
83299,2013,12,1,758.0,800,-2.0,1044.0,1115,-31.0,AA,2267,N3KGAA,LGA,MIA,146.0,1096,8,0,2013-12-01T13:00:00Z
83300,2013,12,1,758.0,800,-2.0,1116.0,1136,-20.0,UA,397,N598UA,JFK,SFO,341.0,2586,8,0,2013-12-01T13:00:00Z
83301,2013,12,1,758.0,800,-2.0,923.0,936,-13.0,UA,685,N414UA,LGA,ORD,112.0,733,8,0,2013-12-01T13:00:00Z
83302,2013,12,1,759.0,800,-1.0,1035.0,1053,-18.0,DL,1959,N702TW,JFK,MCO,133.0,944,8,0,2013-12-01T13:00:00Z
83303,2013,12,1,759.0,805,-6.0,944.0,945,-1.0,MQ,3531,N848MQ,LGA,RDU,71.0,431,8,5,2013-12-01T13:00:00Z
83304,2013,12,1,759.0,800,-1.0,1041.0,1056,-15.0,UA,1148,N34455,EWR,TPA,140.0,997,8,0,2013-12-01T13:00:00Z
83305,2013,12,1,801.0,807,-6.0,1052.0,1112,-20.0,DL,1271,N945DL,JFK,FLL,152.0,1069,8,7,2013-12-01T13:00:00Z
83306,2013,12,1,801.0,805,-4.0,1043.0,1104,-21.0,DL,346,N306DQ,JFK,TPA,139.0,1005,8,5,2013-12-01T13:00:00Z
83307,2013,12,1,801.0,742,19.0,930.0,924,6.0,EV,4555,N15572,EWR,GSO,68.0,445,7,42,2013-12-01T12:00:00Z
83308,2013,12,1,803.0,805,-2.0,936.0,959,-23.0,EV,5242,N600QX,LGA,GSO,67.0,461,8,5,2013-12-01T13:00:00Z
83309,2013,12,1,804.0,800,4.0,1010.0,1034,-24.0,9E,2924,N601LR,JFK,MSY,170.0,1182,8,0,2013-12-01T13:00:00Z
83310,2013,12,1,805.0,812,-7.0,1012.0,1029,-17.0,EV,4111,N13997,EWR,CHS,99.0,628,8,12,2013-12-01T13:00:00Z
83311,2013,12,1,806.0,811,-5.0,1041.0,1106,-25.0,B6,1783,N589JB,JFK,MCO,132.0,944,8,11,2013-12-01T13:00:00Z
83312,2013,12,1,806.0,811,-5.0,1101.0,1116,-15.0,B6,901,N329JB,JFK,FLL,152.0,1069,8,11,2013-12-01T13:00:00Z
83313,2013,12,1,806.0,810,-4.0,1059.0,1108,-9.0,DL,1109,N333NB,LGA,TPA,145.0,1010,8,10,2013-12-01T13:00:00Z
83314,2013,12,1,807.0,809,-2.0,1111.0,1135,-24.0,9E,3489,N605LR,LGA,RSW,159.0,1080,8,9,2013-12-01T13:00:00Z
83315,2013,12,1,807.0,810,-3.0,930.0,954,-24.0,EV,5463,N612QX,LGA,BNA,108.0,764,8,10,2013-12-01T13:00:00Z
83316,2013,12,1,808.0,805,3.0,1312.0,1304,8.0,AA,1357,N5FAAA,JFK,SJU,212.0,1598,8,5,2013-12-01T13:00:00Z
83317,2013,12,1,809.0,810,-1.0,1056.0,1116,-20.0,DL,857,N3750D,JFK,SAN,335.0,2446,8,10,2013-12-01T13:00:00Z
83318,2013,12,1,810.0,815,-5.0,1033.0,1042,-9.0,DL,914,N302NB,LGA,DEN,231.0,1620,8,15,2013-12-01T13:00:00Z
83319,2013,12,1,810.0,812,-2.0,1022.0,1040,-18.0,EV,4364,N14105,EWR,MCI,159.0,1092,8,12,2013-12-01T13:00:00Z
83320,2013,12,1,811.0,800,11.0,1112.0,1135,-23.0,AA,59,N371AA,JFK,SFO,339.0,2586,8,0,2013-12-01T13:00:00Z
83321,2013,12,1,811.0,730,41.0,1250.0,1220,30.0,B6,1289,N508JB,EWR,SJU,201.0,1608,7,30,2013-12-01T12:00:00Z
