,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
165081,2013,4,1,454.0,500,-6.0,636.0,640,-4.0,US,1843,N566UW,EWR,CLT,84.0,529,5,0,2013-04-01T09:00:00Z
165082,2013,4,1,509.0,515,-6.0,743.0,814,-31.0,UA,1545,N76288,EWR,IAH,194.0,1400,5,15,2013-04-01T09:00:00Z
165083,2013,4,1,526.0,530,-4.0,812.0,827,-15.0,UA,1714,N76517,LGA,IAH,206.0,1416,5,30,2013-04-01T09:00:00Z
165084,2013,4,1,534.0,540,-6.0,833.0,850,-17.0,AA,1141,N5DSAA,JFK,MIA,152.0,1089,5,40,2013-04-01T09:00:00Z
165085,2013,4,1,542.0,545,-3.0,914.0,920,-6.0,B6,725,N784JB,JFK,BQN,191.0,1576,5,45,2013-04-01T09:00:00Z
165086,2013,4,1,543.0,545,-2.0,921.0,927,-6.0,B6,709,N590JB,JFK,SJU,202.0,1598,5,45,2013-04-01T09:00:00Z
165087,2013,4,1,551.0,600,-9.0,748.0,659,49.0,US,2161,N737US,LGA,DCA,105.0,214,6,0,2013-04-01T10:00:00Z
165088,2013,4,1,552.0,600,-8.0,641.0,701,-20.0,US,2114,N750UW,LGA,BOS,32.0,184,6,0,2013-04-01T10:00:00Z
165089,2013,4,1,553.0,600,-7.0,725.0,735,-10.0,MQ,3768,N510MQ,EWR,ORD,121.0,719,6,0,2013-04-01T10:00:00Z
165090,2013,4,1,554.0,600,-6.0,752.0,805,-13.0,EV,5020,N723EV,LGA,MEM,148.0,963,6,0,2013-04-01T10:00:00Z
165091,2013,4,1,554.0,600,-6.0,850.0,852,-2.0,B6,371,N593JB,LGA,FLL,153.0,1076,6,0,2013-04-01T10:00:00Z
165092,2013,4,1,555.0,600,-5.0,706.0,724,-18.0,EV,5689,N828AS,LGA,IAD,46.0,229,6,0,2013-04-01T10:00:00Z
165093,2013,4,1,555.0,600,-5.0,846.0,910,-24.0,AA,707,N3ARAA,LGA,DFW,207.0,1389,6,0,2013-04-01T10:00:00Z
165094,2013,4,1,555.0,600,-5.0,837.0,845,-8.0,B6,145,N779JB,JFK,PBI,147.0,1028,6,0,2013-04-01T10:00:00Z
165095,2013,4,1,555.0,600,-5.0,825.0,830,-5.0,DL,461,N659DL,LGA,ATL,112.0,762,6,0,2013-04-01T10:00:00Z
165096,2013,4,1,555.0,600,-5.0,913.0,925,-12.0,UA,303,N554UA,JFK,SFO,351.0,2586,6,0,2013-04-01T10:00:00Z
165097,2013,4,1,555.0,600,-5.0,834.0,825,9.0,MQ,4650,N537MQ,LGA,ATL,117.0,762,6,0,2013-04-01T10:00:00Z
165098,2013,4,1,555.0,600,-5.0,707.0,733,-26.0,UA,997,N481UA,LGA,ORD,119.0,733,6,0,2013-04-01T10:00:00Z
165099,2013,4,1,556.0,600,-4.0,708.0,708,0.0,B6,380,N328JB,EWR,BOS,37.0,200,6,0,2013-04-01T10:00:00Z
165100,2013,4,1,557.0,600,-3.0,814.0,815,-1.0,FL,345,N330AT,LGA,ATL,117.0,762,6,0,2013-04-01T10:00:00Z
165101,2013,4,1,557.0,600,-3.0,745.0,800,-15.0,DL,731,N316NB,LGA,DTW,89.0,502,6,0,2013-04-01T10:00:00Z
165102,2013,4,1,557.0,600,-3.0,711.0,725,-14.0,WN,1972,N422WN,EWR,MDW,115.0,711,6,0,2013-04-01T10:00:00Z
165103,2013,4,1,559.0,600,-1.0,724.0,715,9.0,EV,5716,N836AS,JFK,IAD,52.0,228,6,0,2013-04-01T10:00:00Z
165104,2013,4,1,559.0,600,-1.0,736.0,745,-9.0,AA,301,N3FTAA,LGA,ORD,122.0,733,6,0,2013-04-01T10:00:00Z
165105,2013,4,1,559.0,600,-1.0,853.0,854,-1.0,B6,507,N571JB,EWR,FLL,151.0,1065,6,0,2013-04-01T10:00:00Z
165106,2013,4,1,559.0,600,-1.0,848.0,906,-18.0,UA,1431,N27733,EWR,DFW,208.0,1372,6,0,2013-04-01T10:00:00Z
165107,2013,4,1,600.0,600,0.0,858.0,854,4.0,B6,501,N655JB,JFK,FLL,155.0,1069,6,0,2013-04-01T10:00:00Z
165108,2013,4,1,601.0,605,-4.0,808.0,817,-9.0,EV,4603,N18114,EWR,CVG,102.0,569,6,5,2013-04-01T10:00:00Z
165109,2013,4,1,601.0,600,1.0,754.0,756,-2.0,EV,5068,N753EV,EWR,DTW,88.0,488,6,0,2013-04-01T10:00:00Z
165110,2013,4,1,601.0,600,1.0,838.0,840,-2.0,B6,79,N640JB,JFK,MCO,139.0,944,6,0,2013-04-01T10:00:00Z
165111,2013,4,1,601.0,605,-4.0,905.0,906,-1.0,B6,135,N554JB,JFK,RSW,168.0,1074,6,5,2013-04-01T10:00:00Z
165112,2013,4,1,602.0,605,-3.0,805.0,805,0.0,MQ,4401,N721MQ,LGA,DTW,92.0,502,6,5,2013-04-01T10:00:00Z
