,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
193411,2013,5,1,9.0,1655,434.0,308.0,2020,408.0,VX,413,N628VA,JFK,LAX,341.0,2475,16,55,2013-05-01T20:00:00Z
193412,2013,5,1,451.0,500,-9.0,641.0,640,1.0,US,1219,N196UW,EWR,CLT,94.0,529,5,0,2013-05-01T09:00:00Z
193413,2013,5,1,537.0,540,-3.0,836.0,840,-4.0,AA,701,N5BYAA,JFK,MIA,144.0,1089,5,40,2013-05-01T09:00:00Z
193414,2013,5,1,544.0,545,-1.0,818.0,827,-9.0,UA,450,N494UA,LGA,IAH,190.0,1416,5,45,2013-05-01T09:00:00Z
193415,2013,5,1,548.0,600,-12.0,831.0,854,-23.0,B6,371,N523JB,LGA,FLL,140.0,1076,6,0,2013-05-01T10:00:00Z
193416,2013,5,1,549.0,600,-11.0,804.0,810,-6.0,MQ,4650,N520MQ,LGA,ATL,113.0,762,6,0,2013-05-01T10:00:00Z
193417,2013,5,1,553.0,600,-7.0,700.0,712,-12.0,EV,5747,N877AS,LGA,IAD,48.0,229,6,0,2013-05-01T10:00:00Z
193418,2013,5,1,553.0,600,-7.0,655.0,701,-6.0,US,2114,N702UW,LGA,BOS,35.0,184,6,0,2013-05-01T10:00:00Z
193419,2013,5,1,554.0,600,-6.0,731.0,756,-25.0,DL,731,N327NB,LGA,DTW,74.0,502,6,0,2013-05-01T10:00:00Z
193420,2013,5,1,554.0,600,-6.0,707.0,725,-18.0,UA,635,N439UA,LGA,ORD,112.0,733,6,0,2013-05-01T10:00:00Z
193421,2013,5,1,554.0,600,-6.0,649.0,659,-10.0,US,2161,N763US,LGA,DCA,41.0,214,6,0,2013-05-01T10:00:00Z
193422,2013,5,1,555.0,600,-5.0,702.0,711,-9.0,EV,5716,N828AS,JFK,IAD,44.0,228,6,0,2013-05-01T10:00:00Z
