,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
27004,2013,10,1,447.0,500,-13.0,614.0,648,-34.0,US,1877,N538UW,EWR,CLT,69.0,529,5,0,2013-10-01T09:00:00Z
27005,2013,10,1,522.0,517,5.0,735.0,757,-22.0,UA,252,N556UA,EWR,IAH,174.0,1400,5,17,2013-10-01T09:00:00Z
27006,2013,10,1,536.0,545,-9.0,809.0,855,-46.0,AA,2243,N630AA,JFK,MIA,132.0,1089,5,45,2013-10-01T09:00:00Z
27007,2013,10,1,539.0,545,-6.0,801.0,827,-26.0,UA,1714,N37252,LGA,IAH,172.0,1416,5,45,2013-10-01T09:00:00Z
27008,2013,10,1,539.0,545,-6.0,917.0,933,-16.0,B6,1403,N789JB,JFK,SJU,186.0,1598,5,45,2013-10-01T09:00:00Z
27009,2013,10,1,544.0,550,-6.0,912.0,932,-20.0,B6,939,N593JB,JFK,BQN,191.0,1576,5,50,2013-10-01T09:00:00Z
27010,2013,10,1,549.0,600,-11.0,653.0,716,-23.0,EV,5716,N830AS,JFK,IAD,46.0,228,6,0,2013-10-01T10:00:00Z
27011,2013,10,1,550.0,600,-10.0,648.0,700,-12.0,US,1909,N949UW,LGA,PHL,38.0,96,6,0,2013-10-01T10:00:00Z
27012,2013,10,1,550.0,600,-10.0,649.0,659,-10.0,US,2167,N749US,LGA,DCA,39.0,214,6,0,2013-10-01T10:00:00Z
27013,2013,10,1,551.0,600,-9.0,727.0,730,-3.0,UA,279,N415UA,EWR,ORD,117.0,719,6,0,2013-10-01T10:00:00Z
27014,2013,10,1,551.0,600,-9.0,710.0,721,-11.0,UA,1029,N27722,LGA,ORD,114.0,733,6,0,2013-10-01T10:00:00Z
27015,2013,10,1,551.0,600,-9.0,655.0,708,-13.0,B6,2180,N238JB,EWR,BOS,40.0,200,6,0,2013-10-01T10:00:00Z
27016,2013,10,1,552.0,600,-8.0,834.0,905,-31.0,AA,1175,N3HVAA,LGA,MIA,140.0,1096,6,0,2013-10-01T10:00:00Z
27017,2013,10,1,553.0,600,-7.0,829.0,856,-27.0,B6,601,N760JB,JFK,FLL,135.0,1069,6,0,2013-10-01T10:00:00Z
27018,2013,10,1,553.0,600,-7.0,811.0,829,-18.0,DL,563,N961DL,LGA,ATL,105.0,762,6,0,2013-10-01T10:00:00Z
27019,2013,10,1,554.0,600,-6.0,757.0,843,-46.0,UA,1014,N37427,EWR,IAH,169.0,1400,6,0,2013-10-01T10:00:00Z
27020,2013,10,1,554.0,600,-6.0,831.0,858,-27.0,B6,371,N656JB,LGA,FLL,139.0,1076,6,0,2013-10-01T10:00:00Z
27021,2013,10,1,555.0,600,-5.0,810.0,840,-30.0,B6,27,N580JB,EWR,MCO,117.0,937,6,0,2013-10-01T10:00:00Z
27022,2013,10,1,556.0,600,-4.0,810.0,829,-19.0,EV,4137,N11539,EWR,ATL,102.0,746,6,0,2013-10-01T10:00:00Z
27023,2013,10,1,556.0,600,-4.0,737.0,758,-21.0,EV,5068,N135EV,EWR,DTW,80.0,488,6,0,2013-10-01T10:00:00Z
27024,2013,10,1,557.0,600,-3.0,851.0,923,-32.0,UA,303,N590UA,JFK,SFO,331.0,2586,6,0,2013-10-01T10:00:00Z
27025,2013,10,1,558.0,600,-2.0,726.0,715,11.0,MQ,3267,N520MQ,EWR,ORD,111.0,719,6,0,2013-10-01T10:00:00Z
27026,2013,10,1,558.0,600,-2.0,650.0,701,-11.0,US,2134,N762US,LGA,BOS,33.0,184,6,0,2013-10-01T10:00:00Z
27027,2013,10,1,558.0,600,-2.0,757.0,815,-18.0,FL,345,N338AT,LGA,ATL,98.0,762,6,0,2013-10-01T10:00:00Z
27028,2013,10,1,558.0,600,-2.0,743.0,751,-8.0,DL,731,N347NB,LGA,DTW,79.0,502,6,0,2013-10-01T10:00:00Z
27029,2013,10,1,559.0,600,-1.0,831.0,851,-20.0,UA,698,N827UA,EWR,TPA,128.0,997,6,0,2013-10-01T10:00:00Z
27030,2013,10,1,559.0,600,-1.0,719.0,730,-11.0,AA,301,N466AA,LGA,ORD,115.0,733,6,0,2013-10-01T10:00:00Z
27031,2013,10,1,600.0,600,0.0,706.0,717,-11.0,EV,5747,N877AS,LGA,IAD,48.0,229,6,0,2013-10-01T10:00:00Z
27032,2013,10,1,603.0,610,-7.0,735.0,745,-10.0,WN,2609,N201LV,LGA,STL,122.0,888,6,10,2013-10-01T10:00:00Z
27033,2013,10,1,604.0,610,-6.0,751.0,813,-22.0,DL,1919,N986DL,LGA,MSP,146.0,1020,6,10,2013-10-01T10:00:00Z
27034,2013,10,1,605.0,559,6.0,722.0,710,12.0,EV,4533,N31131,EWR,BUF,51.0,282,5,59,2013-10-01T09:00:00Z
27035,2013,10,1,606.0,615,-9.0,744.0,811,-27.0,US,1772,N539UW,JFK,CLT,70.0,541,6,15,2013-10-01T10:00:00Z
27036,2013,10,1,606.0,610,-4.0,719.0,724,-5.0,EV,6177,N15986,EWR,IAD,46.0,212,6,10,2013-10-01T10:00:00Z
27037,2013,10,1,607.0,610,-3.0,843.0,855,-12.0,AA,1103,N3DWAA,LGA,DFW,186.0,1389,6,10,2013-10-01T10:00:00Z
27038,2013,10,1,608.0,615,-7.0,738.0,813,-35.0,US,840,N108UW,EWR,CLT,67.0,529,6,15,2013-10-01T10:00:00Z
27039,2013,10,1,612.0,615,-3.0,808.0,821,-13.0,EV,4471,N13965,EWR,CLT,75.0,529,6,15,2013-10-01T10:00:00Z
27040,2013,10,1,613.0,625,-12.0,837.0,850,-13.0,MQ,3550,N505MQ,LGA,ATL,101.0,762,6,25,2013-10-01T10:00:00Z
27041,2013,10,1,613.0,619,-6.0,800.0,819,-19.0,EV,5503,N197PQ,EWR,MSP,145.0,1008,6,19,2013-10-01T10:00:00Z
27042,2013,10,1,614.0,600,14.0,719.0,715,4.0,WN,464,N411WN,EWR,MDW,102.0,711,6,0,2013-10-01T10:00:00Z
27043,2013,10,1,615.0,618,-3.0,720.0,726,-6.0,EV,4241,N11544,EWR,DCA,40.0,199,6,18,2013-10-01T10:00:00Z
27044,2013,10,1,616.0,620,-4.0,713.0,740,-27.0,WN,423,N8307K,LGA,MDW,100.0,725,6,20,2013-10-01T10:00:00Z
27045,2013,10,1,616.0,622,-6.0,808.0,827,-19.0,EV,4150,N15973,EWR,CVG,87.0,569,6,22,2013-10-01T10:00:00Z
27046,2013,10,1,617.0,625,-8.0,735.0,800,-25.0,MQ,3525,N725MQ,LGA,RDU,60.0,431,6,25,2013-10-01T10:00:00Z
27047,2013,10,1,618.0,630,-12.0,851.0,919,-28.0,UA,1454,N23708,LGA,IAH,194.0,1416,6,30,2013-10-01T10:00:00Z
27048,2013,10,1,621.0,629,-8.0,854.0,929,-35.0,AA,1205,N3GCAA,EWR,MIA,134.0,1085,6,29,2013-10-01T10:00:00Z
27049,2013,10,1,621.0,630,-9.0,822.0,857,-35.0,B6,211,N584JB,JFK,LAS,282.0,2248,6,30,2013-10-01T10:00:00Z
27050,2013,10,1,622.0,630,-8.0,721.0,742,-21.0,UA,1686,N24715,EWR,BOS,38.0,200,6,30,2013-10-01T10:00:00Z
