,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
136247,2013,3,1,4.0,2159,125.0,318.0,56,142.0,B6,11,N706JB,JFK,FLL,166.0,1069,21,59,2013-03-02T02:00:00Z
136248,2013,3,1,50.0,2358,52.0,526.0,438,48.0,B6,707,N794JB,JFK,SJU,198.0,1598,23,58,2013-03-02T04:00:00Z
136249,2013,3,1,117.0,2245,152.0,223.0,2354,149.0,B6,608,N328JB,JFK,PWM,48.0,273,22,45,2013-03-02T03:00:00Z
136250,2013,3,1,454.0,500,-6.0,633.0,648,-15.0,US,1117,N177US,EWR,CLT,79.0,529,5,0,2013-03-01T10:00:00Z
136251,2013,3,1,505.0,515,-10.0,746.0,810,-24.0,UA,475,N527UA,EWR,IAH,199.0,1400,5,15,2013-03-01T10:00:00Z
136252,2013,3,1,521.0,530,-9.0,813.0,827,-14.0,UA,1714,N76523,LGA,IAH,213.0,1416,5,30,2013-03-01T10:00:00Z
136253,2013,3,1,537.0,540,-3.0,856.0,850,6.0,AA,1141,N5EPAA,JFK,MIA,173.0,1089,5,40,2013-03-01T10:00:00Z
136254,2013,3,1,541.0,545,-4.0,1014.0,1023,-9.0,B6,725,N653JB,JFK,BQN,191.0,1576,5,45,2013-03-01T10:00:00Z
136255,2013,3,1,549.0,600,-11.0,639.0,703,-24.0,US,2114,N749US,LGA,BOS,31.0,184,6,0,2013-03-01T11:00:00Z
136256,2013,3,1,550.0,600,-10.0,747.0,801,-14.0,EV,4911,N760EV,EWR,DTW,89.0,488,6,0,2013-03-01T11:00:00Z
136257,2013,3,1,551.0,559,-8.0,722.0,723,-1.0,EV,4608,N26549,EWR,MKE,119.0,725,5,59,2013-03-01T10:00:00Z
136258,2013,3,1,551.0,600,-9.0,717.0,745,-28.0,AA,301,N3DCAA,LGA,ORD,113.0,733,6,0,2013-03-01T11:00:00Z
136259,2013,3,1,551.0,600,-9.0,845.0,901,-16.0,B6,371,N566JB,LGA,FLL,155.0,1076,6,0,2013-03-01T11:00:00Z
136260,2013,3,1,552.0,600,-8.0,656.0,735,-39.0,MQ,3768,N520MQ,EWR,ORD,108.0,719,6,0,2013-03-01T11:00:00Z
136261,2013,3,1,554.0,600,-6.0,651.0,659,-8.0,US,2161,N755US,LGA,DCA,42.0,214,6,0,2013-03-01T11:00:00Z
136262,2013,3,1,555.0,600,-5.0,715.0,715,0.0,EV,5716,N828AS,JFK,IAD,52.0,228,6,0,2013-03-01T11:00:00Z
136263,2013,3,1,556.0,600,-4.0,901.0,849,12.0,B6,79,N715JB,JFK,MCO,157.0,944,6,0,2013-03-01T11:00:00Z
136264,2013,3,1,557.0,600,-3.0,837.0,910,-33.0,AA,707,N3AMAA,LGA,DFW,196.0,1389,6,0,2013-03-01T11:00:00Z
136265,2013,3,1,557.0,600,-3.0,706.0,733,-27.0,UA,379,N834UA,LGA,ORD,113.0,733,6,0,2013-03-01T11:00:00Z
136266,2013,3,1,558.0,600,-2.0,750.0,759,-9.0,DL,731,N316US,LGA,DTW,90.0,502,6,0,2013-03-01T11:00:00Z
136267,2013,3,1,558.0,600,-2.0,903.0,856,7.0,B6,507,N589JB,EWR,FLL,159.0,1065,6,0,2013-03-01T11:00:00Z
136268,2013,3,1,558.0,605,-7.0,803.0,805,-2.0,MQ,4401,N713MQ,LGA,DTW,90.0,502,6,5,2013-03-01T11:00:00Z
136269,2013,3,1,559.0,600,-1.0,713.0,708,5.0,B6,380,N273JB,EWR,BOS,37.0,200,6,0,2013-03-01T11:00:00Z
136270,2013,3,1,559.0,600,-1.0,831.0,825,6.0,MQ,4650,N513MQ,LGA,ATL,122.0,762,6,0,2013-03-01T11:00:00Z
136271,2013,3,1,600.0,605,-5.0,804.0,821,-17.0,9E,3953,N8412F,EWR,CVG,87.0,569,6,5,2013-03-01T11:00:00Z
136272,2013,3,1,600.0,600,0.0,848.0,837,11.0,DL,461,N666DN,LGA,ATL,117.0,762,6,0,2013-03-01T11:00:00Z
136273,2013,3,1,600.0,600,0.0,911.0,911,0.0,UA,1077,N14214,EWR,MIA,168.0,1085,6,0,2013-03-01T11:00:00Z
136274,2013,3,1,600.0,600,0.0,906.0,925,-19.0,UA,303,N505UA,JFK,SFO,342.0,2586,6,0,2013-03-01T11:00:00Z
136275,2013,3,1,601.0,605,-4.0,758.0,817,-19.0,EV,4603,N14570,EWR,CVG,88.0,569,6,5,2013-03-01T11:00:00Z
136276,2013,3,1,601.0,600,1.0,827.0,815,12.0,FL,345,N894AT,LGA,ATL,116.0,762,6,0,2013-03-01T11:00:00Z
136277,2013,3,1,601.0,600,1.0,710.0,730,-20.0,WN,815,N926WN,EWR,MDW,105.0,711,6,0,2013-03-01T11:00:00Z
136278,2013,3,1,601.0,600,1.0,853.0,906,-13.0,UA,1431,N24715,EWR,DFW,206.0,1372,6,0,2013-03-01T11:00:00Z
136279,2013,3,1,603.0,610,-7.0,916.0,910,6.0,AA,1895,N5DBAA,EWR,MIA,158.0,1085,6,10,2013-03-01T11:00:00Z
136280,2013,3,1,603.0,600,3.0,705.0,740,-35.0,WN,254,N425LV,LGA,MDW,104.0,725,6,0,2013-03-01T11:00:00Z
136281,2013,3,1,604.0,605,-1.0,926.0,907,19.0,B6,501,N706JB,JFK,FLL,175.0,1069,6,5,2013-03-01T11:00:00Z
136282,2013,3,1,604.0,610,-6.0,935.0,918,17.0,B6,135,N547JB,JFK,RSW,178.0,1074,6,10,2013-03-01T11:00:00Z
136283,2013,3,1,606.0,610,-4.0,749.0,818,-29.0,EV,4963,N614QX,EWR,MSP,140.0,1008,6,10,2013-03-01T11:00:00Z
136284,2013,3,1,606.0,610,-4.0,706.0,710,-4.0,WN,589,N7732A,EWR,BWI,34.0,169,6,10,2013-03-01T11:00:00Z
136285,2013,3,1,607.0,610,-3.0,906.0,915,-9.0,AA,1837,N3HTAA,LGA,MIA,159.0,1096,6,10,2013-03-01T11:00:00Z
136286,2013,3,1,607.0,610,-3.0,832.0,925,-53.0,UA,797,N557UA,JFK,LAX,292.0,2475,6,10,2013-03-01T11:00:00Z
136287,2013,3,1,608.0,610,-2.0,718.0,726,-8.0,EV,3844,N14974,EWR,IAD,46.0,212,6,10,2013-03-01T11:00:00Z
136288,2013,3,1,608.0,615,-7.0,737.0,750,-13.0,MQ,4518,N723MQ,LGA,RDU,64.0,431,6,15,2013-03-01T11:00:00Z
136289,2013,3,1,608.0,610,-2.0,847.0,855,-8.0,UA,511,N530UA,EWR,LAS,276.0,2227,6,10,2013-03-01T11:00:00Z
136290,2013,3,1,609.0,615,-6.0,759.0,825,-26.0,DL,1919,N972DL,LGA,MSP,148.0,1020,6,15,2013-03-01T11:00:00Z
136291,2013,3,1,610.0,615,-5.0,804.0,820,-16.0,US,829,N764US,JFK,CLT,85.0,541,6,15,2013-03-01T11:00:00Z
136292,2013,3,1,611.0,615,-4.0,838.0,842,-4.0,DL,575,N341NB,EWR,ATL,115.0,746,6,15,2013-03-01T11:00:00Z
136293,2013,3,1,615.0,620,-5.0,1047.0,1102,-15.0,B6,709,N796JB,JFK,SJU,194.0,1598,6,20,2013-03-01T11:00:00Z
136294,2013,3,1,617.0,615,2.0,859.0,855,4.0,9E,3623,N153PQ,JFK,ATL,110.0,760,6,15,2013-03-01T11:00:00Z
136295,2013,3,1,618.0,600,18.0,925.0,849,36.0,B6,145,N659JB,JFK,PBI,168.0,1028,6,0,2013-03-01T11:00:00Z
